date,trend_value,category,country
017-05-21,64,Mejora del hogar,ES
2017-05-28,65,Mejora del hogar,ES
2017-06-04,64,Mejora del hogar,ES
2017-06-11,82,Mejora del hogar,ES
2017-06-18,75,Mejora del hogar,ES
2017-06-25,66,Mejora del hogar,ES
2017-07-02,62,Mejora del hogar,ES
2017-07-09,62,Mejora del hogar,ES
2017-07-16,61,Mejora del hogar,ES
2017-07-23,60,Mejora del hogar,ES
2017-07-30,64,Mejora del hogar,ES
2017-08-06,58,Mejora del hogar,ES
2017-08-13,49,Mejora del hogar,ES
2017-08-20,56,Mejora del hogar,ES
2017-08-27,61,Mejora del hogar,ES
2017-09-03,58,Mejora del hogar,ES
2017-09-10,59,Mejora del hogar,ES
2017-09-17,60,Mejora del hogar,ES
2017-09-24,61,Mejora del hogar,ES
2017-10-01,55,Mejora del hogar,ES
2017-10-08,55,Mejora del hogar,ES
2017-10-15,63,Mejora del hogar,ES
2017-10-22,61,Mejora del hogar,ES
2017-10-29,62,Mejora del hogar,ES
2017-11-05,70,Mejora del hogar,ES
2017-11-12,66,Mejora del hogar,ES
2017-11-19,66,Mejora del hogar,ES
2017-11-26,66,Mejora del hogar,ES
2017-12-03,64,Mejora del hogar,ES
2017-12-10,60,Mejora del hogar,ES
2017-12-17,53,Mejora del hogar,ES
2017-12-24,54,Mejora del hogar,ES
2017-12-31,50,Mejora del hogar,ES
2018-01-07,65,Mejora del hogar,ES
2018-01-14,66,Mejora del hogar,ES
2018-01-21,62,Mejora del hogar,ES
2018-01-28,67,Mejora del hogar,ES
2018-02-04,67,Mejora del hogar,ES
2018-02-11,67,Mejora del hogar,ES
2018-02-18,65,Mejora del hogar,ES
2018-02-25,65,Mejora del hogar,ES
2018-03-04,66,Mejora del hogar,ES
2018-03-11,63,Mejora del hogar,ES
2018-03-18,61,Mejora del hogar,ES
2018-03-25,57,Mejora del hogar,ES
2018-04-01,62,Mejora del hogar,ES
2018-04-08,64,Mejora del hogar,ES
2018-04-15,62,Mejora del hogar,ES
2018-04-22,64,Mejora del hogar,ES
2018-04-29,61,Mejora del hogar,ES
2018-05-06,62,Mejora del hogar,ES
2018-05-13,62,Mejora del hogar,ES
2018-05-20,64,Mejora del hogar,ES
2018-05-27,63,Mejora del hogar,ES
2018-06-03,64,Mejora del hogar,ES
2018-06-10,66,Mejora del hogar,ES
2018-06-17,69,Mejora del hogar,ES
2018-06-24,72,Mejora del hogar,ES
2018-07-01,67,Mejora del hogar,ES
2018-07-08,70,Mejora del hogar,ES
2018-07-15,65,Mejora del hogar,ES
2018-07-22,64,Mejora del hogar,ES
2018-07-29,69,Mejora del hogar,ES
2018-08-05,69,Mejora del hogar,ES
2018-08-12,57,Mejora del hogar,ES
2018-08-19,60,Mejora del hogar,ES
2018-08-26,61,Mejora del hogar,ES
2018-09-02,63,Mejora del hogar,ES
2018-09-09,61,Mejora del hogar,ES
2018-09-16,62,Mejora del hogar,ES
2018-09-23,64,Mejora del hogar,ES
2018-09-30,61,Mejora del hogar,ES
2018-10-07,62,Mejora del hogar,ES
2018-10-14,68,Mejora del hogar,ES
2018-10-21,66,Mejora del hogar,ES
2018-10-28,71,Mejora del hogar,ES
2018-11-04,73,Mejora del hogar,ES
2018-11-11,70,Mejora del hogar,ES
2018-11-18,72,Mejora del hogar,ES
2018-11-25,67,Mejora del hogar,ES
2018-12-02,62,Mejora del hogar,ES
2018-12-09,63,Mejora del hogar,ES
2018-12-16,60,Mejora del hogar,ES
2018-12-23,55,Mejora del hogar,ES
2018-12-30,60,Mejora del hogar,ES
2019-01-06,66,Mejora del hogar,ES
2019-01-13,69,Mejora del hogar,ES
2019-01-20,71,Mejora del hogar,ES
2019-01-27,74,Mejora del hogar,ES
2019-02-03,67,Mejora del hogar,ES
2019-02-10,67,Mejora del hogar,ES
2019-02-17,68,Mejora del hogar,ES
2019-02-24,68,Mejora del hogar,ES
2019-03-03,67,Mejora del hogar,ES
2019-03-10,64,Mejora del hogar,ES
2019-03-17,67,Mejora del hogar,ES
2019-03-24,69,Mejora del hogar,ES
2019-03-31,68,Mejora del hogar,ES
2019-04-07,68,Mejora del hogar,ES
2019-04-14,62,Mejora del hogar,ES
2019-04-21,67,Mejora del hogar,ES
2019-04-28,60,Mejora del hogar,ES
2019-05-05,68,Mejora del hogar,ES
2019-05-12,66,Mejora del hogar,ES
2019-05-19,67,Mejora del hogar,ES
2019-05-26,69,Mejora del hogar,ES
2019-06-02,73,Mejora del hogar,ES
2019-06-09,71,Mejora del hogar,ES
2019-06-16,65,Mejora del hogar,ES
2019-06-23,81,Mejora del hogar,ES
2019-06-30,81,Mejora del hogar,ES
2019-07-07,74,Mejora del hogar,ES
2019-07-14,70,Mejora del hogar,ES
2019-07-21,73,Mejora del hogar,ES
2019-07-28,68,Mejora del hogar,ES
2019-08-04,68,Mejora del hogar,ES
2019-08-11,62,Mejora del hogar,ES
2019-08-18,63,Mejora del hogar,ES
2019-08-25,65,Mejora del hogar,ES
2019-09-01,68,Mejora del hogar,ES
2019-09-08,64,Mejora del hogar,ES
2019-09-15,65,Mejora del hogar,ES
2019-09-22,66,Mejora del hogar,ES
2019-09-29,65,Mejora del hogar,ES
2019-10-06,67,Mejora del hogar,ES
2019-10-13,64,Mejora del hogar,ES
2019-10-20,73,Mejora del hogar,ES
2019-10-27,68,Mejora del hogar,ES
2019-11-03,72,Mejora del hogar,ES
2019-11-10,76,Mejora del hogar,ES
2019-11-17,80,Mejora del hogar,ES
2019-11-24,70,Mejora del hogar,ES
2019-12-01,68,Mejora del hogar,ES
2019-12-08,66,Mejora del hogar,ES
2019-12-15,65,Mejora del hogar,ES
2019-12-22,56,Mejora del hogar,ES
2019-12-29,59,Mejora del hogar,ES
2020-01-05,66,Mejora del hogar,ES
2020-01-12,78,Mejora del hogar,ES
2020-01-19,74,Mejora del hogar,ES
2020-01-26,70,Mejora del hogar,ES
2020-02-02,71,Mejora del hogar,ES
2020-02-09,70,Mejora del hogar,ES
2020-02-16,70,Mejora del hogar,ES
2020-02-23,70,Mejora del hogar,ES
2020-03-01,70,Mejora del hogar,ES
2020-03-08,58,Mejora del hogar,ES
2020-03-15,49,Mejora del hogar,ES
2020-03-22,54,Mejora del hogar,ES
2020-03-29,55,Mejora del hogar,ES
2020-04-05,64,Mejora del hogar,ES
2020-04-12,69,Mejora del hogar,ES
2020-04-19,74,Mejora del hogar,ES
2020-04-26,76,Mejora del hogar,ES
2020-05-03,86,Mejora del hogar,ES
2020-05-10,82,Mejora del hogar,ES
2020-05-17,94,Mejora del hogar,ES
2020-05-24,100,Mejora del hogar,ES
2020-05-31,93,Mejora del hogar,ES
2020-06-07,87,Mejora del hogar,ES
2020-06-14,81,Mejora del hogar,ES
2020-06-21,85,Mejora del hogar,ES
2020-06-28,93,Mejora del hogar,ES
2020-07-05,85,Mejora del hogar,ES
2020-07-12,79,Mejora del hogar,ES
2020-07-19,82,Mejora del hogar,ES
2020-07-26,87,Mejora del hogar,ES
2020-08-02,80,Mejora del hogar,ES
2020-08-09,74,Mejora del hogar,ES
2020-08-16,71,Mejora del hogar,ES
2020-08-23,74,Mejora del hogar,ES
2020-08-30,71,Mejora del hogar,ES
2020-09-06,72,Mejora del hogar,ES
2020-09-13,71,Mejora del hogar,ES
2020-09-20,72,Mejora del hogar,ES
2020-09-27,74,Mejora del hogar,ES
2020-10-04,69,Mejora del hogar,ES
2020-10-11,72,Mejora del hogar,ES
2020-10-18,76,Mejora del hogar,ES
2020-10-25,73,Mejora del hogar,ES
2020-11-01,73,Mejora del hogar,ES
2020-11-08,77,Mejora del hogar,ES
2020-11-15,78,Mejora del hogar,ES
2020-11-22,79,Mejora del hogar,ES
2020-11-29,77,Mejora del hogar,ES
2020-12-06,80,Mejora del hogar,ES
2020-12-13,72,Mejora del hogar,ES
2020-12-20,64,Mejora del hogar,ES
2020-12-27,74,Mejora del hogar,ES
2021-01-03,78,Mejora del hogar,ES
2021-01-10,81,Mejora del hogar,ES
2021-01-17,78,Mejora del hogar,ES
2021-01-24,77,Mejora del hogar,ES
2021-01-31,78,Mejora del hogar,ES
2021-02-07,80,Mejora del hogar,ES
2021-02-14,76,Mejora del hogar,ES
2021-02-21,76,Mejora del hogar,ES
2021-02-28,79,Mejora del hogar,ES
2021-03-07,76,Mejora del hogar,ES
2021-03-14,74,Mejora del hogar,ES
2021-03-21,74,Mejora del hogar,ES
2021-03-28,71,Mejora del hogar,ES
2021-04-04,75,Mejora del hogar,ES
2021-04-11,75,Mejora del hogar,ES
2021-04-18,75,Mejora del hogar,ES
2021-04-25,74,Mejora del hogar,ES
2021-05-02,70,Mejora del hogar,ES
2021-05-09,71,Mejora del hogar,ES
2021-05-16,73,Mejora del hogar,ES
2021-05-23,71,Mejora del hogar,ES
2021-05-30,76,Mejora del hogar,ES
2021-06-06,76,Mejora del hogar,ES
2021-06-13,74,Mejora del hogar,ES
2021-06-20,66,Mejora del hogar,ES
2021-06-27,67,Mejora del hogar,ES
2021-07-04,72,Mejora del hogar,ES
2021-07-11,68,Mejora del hogar,ES
2021-07-18,73,Mejora del hogar,ES
2021-07-25,68,Mejora del hogar,ES
2021-08-01,62,Mejora del hogar,ES
2021-08-08,66,Mejora del hogar,ES
2021-08-15,67,Mejora del hogar,ES
2021-08-22,66,Mejora del hogar,ES
2021-08-29,61,Mejora del hogar,ES
2021-09-05,60,Mejora del hogar,ES
2021-09-12,61,Mejora del hogar,ES
2021-09-19,62,Mejora del hogar,ES
2021-09-26,60,Mejora del hogar,ES
2021-10-03,62,Mejora del hogar,ES
2021-10-10,62,Mejora del hogar,ES
2021-10-17,63,Mejora del hogar,ES
2021-10-24,63,Mejora del hogar,ES
2021-10-31,69,Mejora del hogar,ES
2021-11-07,68,Mejora del hogar,ES
2021-11-14,67,Mejora del hogar,ES
2021-11-21,66,Mejora del hogar,ES
2021-11-28,64,Mejora del hogar,ES
2021-12-05,58,Mejora del hogar,ES
2021-12-12,54,Mejora del hogar,ES
2021-12-19,47,Mejora del hogar,ES
2021-12-26,48,Mejora del hogar,ES
2022-01-02,51,Mejora del hogar,ES
2022-01-09,58,Mejora del hogar,ES
2022-01-16,59,Mejora del hogar,ES
2022-01-23,60,Mejora del hogar,ES
2022-01-30,60,Mejora del hogar,ES
2022-02-06,60,Mejora del hogar,ES
2022-02-13,57,Mejora del hogar,ES
2022-02-20,56,Mejora del hogar,ES
2022-02-27,53,Mejora del hogar,ES
2022-03-06,56,Mejora del hogar,ES
2022-03-13,58,Mejora del hogar,ES
2022-03-20,58,Mejora del hogar,ES
2022-03-27,55,Mejora del hogar,ES
2022-04-03,54,Mejora del hogar,ES
2022-04-10,49,Mejora del hogar,ES
2022-04-17,54,Mejora del hogar,ES
2022-04-24,52,Mejora del hogar,ES
2022-05-01,57,Mejora del hogar,ES
2017-05-14,62,Herramientas de construcción y eléctricas,ES
2017-05-21,62,Herramientas de construcción y eléctricas,ES
2017-05-28,64,Herramientas de construcción y eléctricas,ES
2017-06-04,60,Herramientas de construcción y eléctricas,ES
2017-06-11,58,Herramientas de construcción y eléctricas,ES
2017-06-18,54,Herramientas de construcción y eléctricas,ES
2017-06-25,59,Herramientas de construcción y eléctricas,ES
2017-07-02,56,Herramientas de construcción y eléctricas,ES
2017-07-09,56,Herramientas de construcción y eléctricas,ES
2017-07-16,54,Herramientas de construcción y eléctricas,ES
2017-07-23,55,Herramientas de construcción y eléctricas,ES
2017-07-30,57,Herramientas de construcción y eléctricas,ES
2017-08-06,56,Herramientas de construcción y eléctricas,ES
2017-08-13,48,Herramientas de construcción y eléctricas,ES
2017-08-20,56,Herramientas de construcción y eléctricas,ES
2017-08-27,64,Herramientas de construcción y eléctricas,ES
2017-09-03,60,Herramientas de construcción y eléctricas,ES
2017-09-10,62,Herramientas de construcción y eléctricas,ES
2017-09-17,61,Herramientas de construcción y eléctricas,ES
2017-09-24,65,Herramientas de construcción y eléctricas,ES
2017-10-01,63,Herramientas de construcción y eléctricas,ES
2017-10-08,61,Herramientas de construcción y eléctricas,ES
2017-10-15,74,Herramientas de construcción y eléctricas,ES
2017-10-22,69,Herramientas de construcción y eléctricas,ES
2017-10-29,73,Herramientas de construcción y eléctricas,ES
2017-11-05,75,Herramientas de construcción y eléctricas,ES
2017-11-12,73,Herramientas de construcción y eléctricas,ES
2017-11-19,82,Herramientas de construcción y eléctricas,ES
2017-11-26,79,Herramientas de construcción y eléctricas,ES
2017-12-03,66,Herramientas de construcción y eléctricas,ES
2017-12-10,75,Herramientas de construcción y eléctricas,ES
2017-12-17,67,Herramientas de construcción y eléctricas,ES
2017-12-24,70,Herramientas de construcción y eléctricas,ES
2017-12-31,71,Herramientas de construcción y eléctricas,ES
2018-01-07,73,Herramientas de construcción y eléctricas,ES
2018-01-14,76,Herramientas de construcción y eléctricas,ES
2018-01-21,73,Herramientas de construcción y eléctricas,ES
2018-01-28,82,Herramientas de construcción y eléctricas,ES
2018-02-04,75,Herramientas de construcción y eléctricas,ES
2018-02-11,77,Herramientas de construcción y eléctricas,ES
2018-02-18,72,Herramientas de construcción y eléctricas,ES
2018-02-25,72,Herramientas de construcción y eléctricas,ES
2018-03-04,76,Herramientas de construcción y eléctricas,ES
2018-03-11,81,Herramientas de construcción y eléctricas,ES
2018-03-18,76,Herramientas de construcción y eléctricas,ES
2018-03-25,68,Herramientas de construcción y eléctricas,ES
2018-04-01,70,Herramientas de construcción y eléctricas,ES
2018-04-08,72,Herramientas de construcción y eléctricas,ES
2018-04-15,69,Herramientas de construcción y eléctricas,ES
2018-04-22,68,Herramientas de construcción y eléctricas,ES
2018-04-29,65,Herramientas de construcción y eléctricas,ES
2018-05-06,70,Herramientas de construcción y eléctricas,ES
2018-05-13,69,Herramientas de construcción y eléctricas,ES
2018-05-20,64,Herramientas de construcción y eléctricas,ES
2018-05-27,69,Herramientas de construcción y eléctricas,ES
2018-06-03,67,Herramientas de construcción y eléctricas,ES
2018-06-10,67,Herramientas de construcción y eléctricas,ES
2018-06-17,59,Herramientas de construcción y eléctricas,ES
2018-06-24,58,Herramientas de construcción y eléctricas,ES
2018-07-01,59,Herramientas de construcción y eléctricas,ES
2018-07-08,58,Herramientas de construcción y eléctricas,ES
2018-07-15,63,Herramientas de construcción y eléctricas,ES
2018-07-22,68,Herramientas de construcción y eléctricas,ES
2018-07-29,60,Herramientas de construcción y eléctricas,ES
2018-08-05,58,Herramientas de construcción y eléctricas,ES
2018-08-12,55,Herramientas de construcción y eléctricas,ES
2018-08-19,61,Herramientas de construcción y eléctricas,ES
2018-08-26,59,Herramientas de construcción y eléctricas,ES
2018-09-02,62,Herramientas de construcción y eléctricas,ES
2018-09-09,62,Herramientas de construcción y eléctricas,ES
2018-09-16,67,Herramientas de construcción y eléctricas,ES
2018-09-23,70,Herramientas de construcción y eléctricas,ES
2018-09-30,68,Herramientas de construcción y eléctricas,ES
2018-10-07,72,Herramientas de construcción y eléctricas,ES
2018-10-14,75,Herramientas de construcción y eléctricas,ES
2018-10-21,75,Herramientas de construcción y eléctricas,ES
2018-10-28,70,Herramientas de construcción y eléctricas,ES
2018-11-04,79,Herramientas de construcción y eléctricas,ES
2018-11-11,82,Herramientas de construcción y eléctricas,ES
2018-11-18,86,Herramientas de construcción y eléctricas,ES
2018-11-25,77,Herramientas de construcción y eléctricas,ES
2018-12-02,74,Herramientas de construcción y eléctricas,ES
2018-12-09,77,Herramientas de construcción y eléctricas,ES
2018-12-16,77,Herramientas de construcción y eléctricas,ES
2018-12-23,74,Herramientas de construcción y eléctricas,ES
2018-12-30,74,Herramientas de construcción y eléctricas,ES
2019-01-06,72,Herramientas de construcción y eléctricas,ES
2019-01-13,78,Herramientas de construcción y eléctricas,ES
2019-01-20,84,Herramientas de construcción y eléctricas,ES
2019-01-27,85,Herramientas de construcción y eléctricas,ES
2019-02-03,77,Herramientas de construcción y eléctricas,ES
2019-02-10,90,Herramientas de construcción y eléctricas,ES
2019-02-17,78,Herramientas de construcción y eléctricas,ES
2019-02-24,80,Herramientas de construcción y eléctricas,ES
2019-03-03,78,Herramientas de construcción y eléctricas,ES
2019-03-10,78,Herramientas de construcción y eléctricas,ES
2019-03-17,80,Herramientas de construcción y eléctricas,ES
2019-03-24,84,Herramientas de construcción y eléctricas,ES
2019-03-31,77,Herramientas de construcción y eléctricas,ES
2019-04-07,78,Herramientas de construcción y eléctricas,ES
2019-04-14,67,Herramientas de construcción y eléctricas,ES
2019-04-21,72,Herramientas de construcción y eléctricas,ES
2019-04-28,67,Herramientas de construcción y eléctricas,ES
2019-05-05,72,Herramientas de construcción y eléctricas,ES
2019-05-12,71,Herramientas de construcción y eléctricas,ES
2019-05-19,69,Herramientas de construcción y eléctricas,ES
2019-05-26,71,Herramientas de construcción y eléctricas,ES
2019-06-02,72,Herramientas de construcción y eléctricas,ES
2019-06-09,71,Herramientas de construcción y eléctricas,ES
2019-06-16,68,Herramientas de construcción y eléctricas,ES
2019-06-23,66,Herramientas de construcción y eléctricas,ES
2019-06-30,68,Herramientas de construcción y eléctricas,ES
2019-07-07,65,Herramientas de construcción y eléctricas,ES
2019-07-14,66,Herramientas de construcción y eléctricas,ES
2019-07-21,66,Herramientas de construcción y eléctricas,ES
2019-07-28,68,Herramientas de construcción y eléctricas,ES
2019-08-04,68,Herramientas de construcción y eléctricas,ES
2019-08-11,64,Herramientas de construcción y eléctricas,ES
2019-08-18,63,Herramientas de construcción y eléctricas,ES
2019-08-25,68,Herramientas de construcción y eléctricas,ES
2019-09-01,73,Herramientas de construcción y eléctricas,ES
2019-09-08,69,Herramientas de construcción y eléctricas,ES
2019-09-15,75,Herramientas de construcción y eléctricas,ES
2019-09-22,74,Herramientas de construcción y eléctricas,ES
2019-09-29,69,Herramientas de construcción y eléctricas,ES
2019-10-06,76,Herramientas de construcción y eléctricas,ES
2019-10-13,71,Herramientas de construcción y eléctricas,ES
2019-10-20,76,Herramientas de construcción y eléctricas,ES
2019-10-27,80,Herramientas de construcción y eléctricas,ES
2019-11-03,81,Herramientas de construcción y eléctricas,ES
2019-11-10,78,Herramientas de construcción y eléctricas,ES
2019-11-17,85,Herramientas de construcción y eléctricas,ES
2019-11-24,86,Herramientas de construcción y eléctricas,ES
2019-12-01,79,Herramientas de construcción y eléctricas,ES
2019-12-08,78,Herramientas de construcción y eléctricas,ES
2019-12-15,80,Herramientas de construcción y eléctricas,ES
2019-12-22,75,Herramientas de construcción y eléctricas,ES
2019-12-29,74,Herramientas de construcción y eléctricas,ES
2020-01-05,75,Herramientas de construcción y eléctricas,ES
2020-01-12,85,Herramientas de construcción y eléctricas,ES
2020-01-19,81,Herramientas de construcción y eléctricas,ES
2020-01-26,81,Herramientas de construcción y eléctricas,ES
2020-02-02,82,Herramientas de construcción y eléctricas,ES
2020-02-09,81,Herramientas de construcción y eléctricas,ES
2020-02-16,80,Herramientas de construcción y eléctricas,ES
2020-02-23,76,Herramientas de construcción y eléctricas,ES
2020-03-01,80,Herramientas de construcción y eléctricas,ES
2020-03-08,69,Herramientas de construcción y eléctricas,ES
2020-03-15,61,Herramientas de construcción y eléctricas,ES
2020-03-22,68,Herramientas de construcción y eléctricas,ES
2020-03-29,67,Herramientas de construcción y eléctricas,ES
2020-04-05,72,Herramientas de construcción y eléctricas,ES
2020-04-12,77,Herramientas de construcción y eléctricas,ES
2020-04-19,82,Herramientas de construcción y eléctricas,ES
2020-04-26,81,Herramientas de construcción y eléctricas,ES
2020-05-03,80,Herramientas de construcción y eléctricas,ES
2020-05-10,85,Herramientas de construcción y eléctricas,ES
2020-05-17,81,Herramientas de construcción y eléctricas,ES
2020-05-24,82,Herramientas de construcción y eléctricas,ES
2020-05-31,80,Herramientas de construcción y eléctricas,ES
2020-06-07,85,Herramientas de construcción y eléctricas,ES
2020-06-14,83,Herramientas de construcción y eléctricas,ES
2020-06-21,75,Herramientas de construcción y eléctricas,ES
2020-06-28,77,Herramientas de construcción y eléctricas,ES
2020-07-05,74,Herramientas de construcción y eléctricas,ES
2020-07-12,72,Herramientas de construcción y eléctricas,ES
2020-07-19,73,Herramientas de construcción y eléctricas,ES
2020-07-26,71,Herramientas de construcción y eléctricas,ES
2020-08-02,69,Herramientas de construcción y eléctricas,ES
2020-08-09,71,Herramientas de construcción y eléctricas,ES
2020-08-16,71,Herramientas de construcción y eléctricas,ES
2020-08-23,73,Herramientas de construcción y eléctricas,ES
2020-08-30,75,Herramientas de construcción y eléctricas,ES
2020-09-06,74,Herramientas de construcción y eléctricas,ES
2020-09-13,77,Herramientas de construcción y eléctricas,ES
2020-09-20,83,Herramientas de construcción y eléctricas,ES
2020-09-27,79,Herramientas de construcción y eléctricas,ES
2020-10-04,77,Herramientas de construcción y eléctricas,ES
2020-10-11,82,Herramientas de construcción y eléctricas,ES
2020-10-18,82,Herramientas de construcción y eléctricas,ES
2020-10-25,83,Herramientas de construcción y eléctricas,ES
2020-11-01,82,Herramientas de construcción y eléctricas,ES
2020-11-08,88,Herramientas de construcción y eléctricas,ES
2020-11-15,95,Herramientas de construcción y eléctricas,ES
2020-11-22,93,Herramientas de construcción y eléctricas,ES
2020-11-29,85,Herramientas de construcción y eléctricas,ES
2020-12-06,88,Herramientas de construcción y eléctricas,ES
2020-12-13,92,Herramientas de construcción y eléctricas,ES
2020-12-20,89,Herramientas de construcción y eléctricas,ES
2020-12-27,89,Herramientas de construcción y eléctricas,ES
2021-01-03,80,Herramientas de construcción y eléctricas,ES
2021-01-10,83,Herramientas de construcción y eléctricas,ES
2021-01-17,86,Herramientas de construcción y eléctricas,ES
2021-01-24,90,Herramientas de construcción y eléctricas,ES
2021-01-31,95,Herramientas de construcción y eléctricas,ES
2021-02-07,96,Herramientas de construcción y eléctricas,ES
2021-02-14,91,Herramientas de construcción y eléctricas,ES
2021-02-21,89,Herramientas de construcción y eléctricas,ES
2021-02-28,100,Herramientas de construcción y eléctricas,ES
2021-03-07,87,Herramientas de construcción y eléctricas,ES
2021-03-14,87,Herramientas de construcción y eléctricas,ES
2021-03-21,83,Herramientas de construcción y eléctricas,ES
2021-03-28,79,Herramientas de construcción y eléctricas,ES
2021-04-04,82,Herramientas de construcción y eléctricas,ES
2021-04-11,84,Herramientas de construcción y eléctricas,ES
2021-04-18,84,Herramientas de construcción y eléctricas,ES
2021-04-25,82,Herramientas de construcción y eléctricas,ES
2021-05-02,78,Herramientas de construcción y eléctricas,ES
2021-05-09,80,Herramientas de construcción y eléctricas,ES
2021-05-16,81,Herramientas de construcción y eléctricas,ES
2021-05-23,78,Herramientas de construcción y eléctricas,ES
2021-05-30,75,Herramientas de construcción y eléctricas,ES
2021-06-06,67,Herramientas de construcción y eléctricas,ES
2021-06-13,69,Herramientas de construcción y eléctricas,ES
2021-06-20,68,Herramientas de construcción y eléctricas,ES
2021-06-27,65,Herramientas de construcción y eléctricas,ES
2021-07-04,67,Herramientas de construcción y eléctricas,ES
2021-07-11,67,Herramientas de construcción y eléctricas,ES
2021-07-18,67,Herramientas de construcción y eléctricas,ES
2021-07-25,66,Herramientas de construcción y eléctricas,ES
2021-08-01,63,Herramientas de construcción y eléctricas,ES
2021-08-08,62,Herramientas de construcción y eléctricas,ES
2021-08-15,65,Herramientas de construcción y eléctricas,ES
2021-08-22,66,Herramientas de construcción y eléctricas,ES
2021-08-29,64,Herramientas de construcción y eléctricas,ES
2021-09-05,65,Herramientas de construcción y eléctricas,ES
2021-09-12,67,Herramientas de construcción y eléctricas,ES
2021-09-19,68,Herramientas de construcción y eléctricas,ES
2021-09-26,67,Herramientas de construcción y eléctricas,ES
2021-10-03,71,Herramientas de construcción y eléctricas,ES
2021-10-10,69,Herramientas de construcción y eléctricas,ES
2021-10-17,73,Herramientas de construcción y eléctricas,ES
2021-10-24,71,Herramientas de construcción y eléctricas,ES
2021-10-31,78,Herramientas de construcción y eléctricas,ES
2021-11-07,75,Herramientas de construcción y eléctricas,ES
2021-11-14,74,Herramientas de construcción y eléctricas,ES
2021-11-21,79,Herramientas de construcción y eléctricas,ES
2021-11-28,71,Herramientas de construcción y eléctricas,ES
2021-12-05,66,Herramientas de construcción y eléctricas,ES
2021-12-12,69,Herramientas de construcción y eléctricas,ES
2021-12-19,60,Herramientas de construcción y eléctricas,ES
2021-12-26,61,Herramientas de construcción y eléctricas,ES
2022-01-02,63,Herramientas de construcción y eléctricas,ES
2022-01-09,67,Herramientas de construcción y eléctricas,ES
2022-01-16,69,Herramientas de construcción y eléctricas,ES
2022-01-23,67,Herramientas de construcción y eléctricas,ES
2022-01-30,67,Herramientas de construcción y eléctricas,ES
2022-02-06,68,Herramientas de construcción y eléctricas,ES
2022-02-13,66,Herramientas de construcción y eléctricas,ES
2022-02-20,60,Herramientas de construcción y eléctricas,ES
2022-02-27,59,Herramientas de construcción y eléctricas,ES
2022-03-06,60,Herramientas de construcción y eléctricas,ES
2022-03-13,61,Herramientas de construcción y eléctricas,ES
2022-03-20,65,Herramientas de construcción y eléctricas,ES
2022-03-27,59,Herramientas de construcción y eléctricas,ES
2022-04-03,59,Herramientas de construcción y eléctricas,ES
2022-04-10,53,Herramientas de construcción y eléctricas,ES
2022-04-17,57,Herramientas de construcción y eléctricas,ES
2022-04-24,57,Herramientas de construcción y eléctricas,ES
2022-05-01,61,Herramientas de construcción y eléctricas,ES
2017-05-14,29,Sistemas de climatización,ES
2017-05-21,36,Sistemas de climatización,ES
2017-05-28,36,Sistemas de climatización,ES
2017-06-04,37,Sistemas de climatización,ES
2017-06-11,100,Sistemas de climatización,ES
2017-06-18,97,Sistemas de climatización,ES
2017-06-25,44,Sistemas de climatización,ES
2017-07-02,34,Sistemas de climatización,ES
2017-07-09,40,Sistemas de climatización,ES
2017-07-16,39,Sistemas de climatización,ES
2017-07-23,32,Sistemas de climatización,ES
2017-07-30,42,Sistemas de climatización,ES
2017-08-06,36,Sistemas de climatización,ES
2017-08-13,26,Sistemas de climatización,ES
2017-08-20,30,Sistemas de climatización,ES
2017-08-27,27,Sistemas de climatización,ES
2017-09-03,26,Sistemas de climatización,ES
2017-09-10,25,Sistemas de climatización,ES
2017-09-17,26,Sistemas de climatización,ES
2017-09-24,26,Sistemas de climatización,ES
2017-10-01,24,Sistemas de climatización,ES
2017-10-08,25,Sistemas de climatización,ES
2017-10-15,28,Sistemas de climatización,ES
2017-10-22,29,Sistemas de climatización,ES
2017-10-29,31,Sistemas de climatización,ES
2017-11-05,47,Sistemas de climatización,ES
2017-11-12,42,Sistemas de climatización,ES
2017-11-19,40,Sistemas de climatización,ES
2017-11-26,44,Sistemas de climatización,ES
2017-12-03,48,Sistemas de climatización,ES
2017-12-10,38,Sistemas de climatización,ES
2017-12-17,34,Sistemas de climatización,ES
2017-12-24,31,Sistemas de climatización,ES
2017-12-31,27,Sistemas de climatización,ES
2018-01-07,35,Sistemas de climatización,ES
2018-01-14,34,Sistemas de climatización,ES
2018-01-21,30,Sistemas de climatización,ES
2018-01-28,32,Sistemas de climatización,ES
2018-02-04,41,Sistemas de climatización,ES
2018-02-11,34,Sistemas de climatización,ES
2018-02-18,31,Sistemas de climatización,ES
2018-02-25,32,Sistemas de climatización,ES
2018-03-04,30,Sistemas de climatización,ES
2018-03-11,29,Sistemas de climatización,ES
2018-03-18,30,Sistemas de climatización,ES
2018-03-25,26,Sistemas de climatización,ES
2018-04-01,28,Sistemas de climatización,ES
2018-04-08,28,Sistemas de climatización,ES
2018-04-15,29,Sistemas de climatización,ES
2018-04-22,29,Sistemas de climatización,ES
2018-04-29,25,Sistemas de climatización,ES
2018-05-06,28,Sistemas de climatización,ES
2018-05-13,28,Sistemas de climatización,ES
2018-05-20,30,Sistemas de climatización,ES
2018-05-27,29,Sistemas de climatización,ES
2018-06-03,30,Sistemas de climatización,ES
2018-06-10,34,Sistemas de climatización,ES
